StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,choice_30,choicetime_30_First Click,choicetime_30_Last Click,choicetime_30_Page Submit,choicetime_30_Click Count,cs_1,cs_3,cs_4,cs_5,cs_6,cs_7,cs_8,cs_13,cs_time_First Click,cs_time_Last Click,cs_time_Page Submit,cs_time_Click Count,val_q_1,val_q_2,val_q_3,val_q_4,val_q_5,val_q_6,val_q_7,val_q_8,val_q_9,val_time_First Click,val_time_Last Click,val_time_Page Submit,val_time_Click Count,Q159_First Click,Q159_Last Click,Q159_Page Submit,Q159_Click Count,val_other_q_1,val_other_q_2,val_other_q_3,val_other_q_4,val_other_q_5,val_other_q_6,val_other_q_7,val_other_q_8,val_other_q_9
3/20/19 15:08,3/20/19 15:10,0,100,117,1,3/20/19 15:10,R_3h9O4dsx5Sa4nFX,,,,,anonymous,EN,a quiche,1.368,1.368,47.654,1,eggs,bread,smoothie,pasta,,,,,2.369,25.946,26.654,2,5,6,6,5,6,,,,,4.033,8.379,9.482,5,7.882,11.196,12.09,5,5,6,6,5,6,,,,
3/20/19 15:08,3/20/19 15:10,0,100,83,1,3/20/19 15:10,R_3m1B226pzV9lP4w,,,,,anonymous,EN,Rice,1.538,26.081,35.891,3,Cotton Candy,,,,,,,,1.203,13.305,14.332,2,4,5,,,,,,,,4.005,4.564,5.349,2,0,0,6.316,0,6,7,3,1,5,5,1,2,6
3/20/19 15:07,3/20/19 15:10,0,100,135,1,3/20/19 15:10,R_2dfG8GbwB6uesbJ,,,,,anonymous,EN,Burger,26.017,26.017,51.015,1,Sandwich,Soup,Fish,Ribs,Steak,,,,5.424,35.008,35.433,3,7,6,5,6,6,7,,,,5.366,11.676,12.688,66,5.772,10.923,14.488,6,6,5,1,3,3,3,,,
3/20/19 15:08,3/20/19 15:10,0,100,121,1,3/20/19 15:10,R_3DcC2Qt4mBz4Kje,,,,,anonymous,EN,Chicken soup,10.868,10.868,30.975,1,breaded chicken tenders,meatloaf,,,,,,,3.031,38.995,41.153,6,6,6,5,,,,,,,5.345,11.162,12.012,5,14.438,18.536,20.399,5,7,5,5,,,,,,
3/20/19 15:08,3/20/19 15:10,0,100,128,1,3/20/19 15:10,R_3EAnQiWy7SlLed1,,,,,anonymous,EN,spaghetti and meatballs,24.21,24.21,38.951,1,pizza,burgers,casserole,chicken and rice,,,,,2.057,2.057,32.384,1,6,6,4,6,6,,,,,7.152,17.354,18.937,6,8.926,14.912,16.298,5,7,4,4,6,5,,,,
3/20/19 15:08,3/20/19 15:10,0,100,138,1,3/20/19 15:10,R_29hvm7zcNnSfIDf,,,,,anonymous,EN,steak and potatoes,15.093,15.093,34.293,1,potatoes,steak,ground beef,spaghetti,,,,,6.141,33.665,40.524,5,4,4,5,3,4,,,,,5.478,12.668,14.412,5,10.729,17.547,19.249,6,3,6,2,6,4,,,,
3/20/19 15:08,3/20/19 15:10,0,100,139,1,3/20/19 15:10,R_2VDUajTIavDTfUj,,,,,anonymous,EN,Spaghetti,1.715,3.738,43.934,3,Pasta,Salad,,,,,,,31.942,32.247,57.01,3,7,5,3,,,,,,,6.541,8.756,9.879,3,5.805,7.688,8.626,3,7,6,7,,,,,,
3/20/19 15:08,3/20/19 15:10,0,100,138,1,3/20/19 15:10,R_3O96BllwPErFi7l,,,,,anonymous,EN,I would make them a vegetable soup.,43.844,43.844,62.029,1,salad,roasted vegetables,pasta,,,,,,2.983,25.615,26.373,4,5,4,6,6,,,,,,4.803,9.603,14.228,5,6.804,10.4,11.716,4,4,2,2,2,,,,,
3/20/19 15:08,3/20/19 15:10,0,100,110,1,3/20/19 15:10,R_2Tn1Y0fb0j8QjDd,,,,,anonymous,EN,jello,33.253,33.253,37.327,1,jello,peanut butter,stew,steak,chicken,shake,,,1.187,21.305,23.918,6,3,3,4,5,7,6,3,,,4.378,10.613,11.847,7,2.675,9.13,10.528,8,3,3,4,5,6,6,3,,
3/20/19 15:08,3/20/19 15:10,0,100,155,1,3/20/19 15:10,R_20OIqjLb1LJZ9bJ,,,,,anonymous,EN,I would prepare mashed potatoes with salisbury steak without a lot of sauce.,11.313,11.313,51.179,1,Soup,Stew,Burger,Spaghetti,,,,,1.104,22.383,39.79,4,4,1,4,7,7,,,,,7.467,11.036,12.747,5,12.396,21.928,26.835,6,7,1,1,3,2,,,,
3/20/19 15:08,3/20/19 15:10,0,100,144,1,3/20/19 15:10,R_22mgyBDA3HGFbgw,,,,,anonymous,EN,spaghetti,36.478,40.303,42.444,2,pesto chicken bake,mexican stuffed shells,lasagna,,,,,,1.671,33.456,34.51,2,7,7,7,7,,,,,,4.735,11.321,12.565,6,6.609,14.774,15.587,7,7,5,5,6,,,,,
3/20/19 15:07,3/20/19 15:10,0,100,167,1,3/20/19 15:10,R_1NeJ7XrHa1nmKv2,,,,,anonymous,EN,Mashed Potatoes,13.419,13.419,42.197,1,mac and cheese,pizza,soup,ice cream,lasagna,spaghetti,,,5.015,5.015,43.647,1,5,5,6,4,6,7,5,,,5.481,13.391,15.082,7,8.725,20.509,22.432,7,7,4,5,3,4,3,3,,
3/20/19 15:08,3/20/19 15:10,0,100,131,1,3/20/19 15:10,R_3M9bGN6XhZFteJD,,,,,anonymous,EN,Macaroni and cheese,11.308,11.308,32.34,1,Meatloaf,Chili,Salad,Salmon,,,,,1.354,29.506,37.803,4,4,5,5,6,6,,,,,7.102,13.95,17.342,5,7.39,13.647,17.438,5,4,4,3,5,6,,,,
3/20/19 15:08,3/20/19 15:11,0,100,167,1,3/20/19 15:11,R_3P5jBStl3BhCndI,,,,,anonymous,EN,Steak and baked potatoes.,13.565,13.565,70.756,1,Pasta,Sushi,Fried Chicken,Alfredo Chicken,,,,,0.917,0.917,30.416,1,7,7,6,6,6,,,,,4.899,8.964,11.374,5,5.682,16.326,20.593,7,7,2,5,5,2,,,,
3/20/19 15:08,3/20/19 15:11,0,100,167,1,3/20/19 15:11,R_1eEv9OaxGS3065K,,,,,anonymous,EN,Spaghetti with Meatballs and Garlic Bread,15.6,40.774,41.244,5,Steak,Salad,Chicken,,,,,,3.101,47.939,49.929,17,7,6,5,6,,,,,,5.301,9.504,14.07,8,6.327,20.517,21.143,11,7,2,4,4,,,,,
3/20/19 15:08,3/20/19 15:11,0,100,196,1,3/20/19 15:11,R_3NLhrHNV381Ocu3,,,,,anonymous,EN,Loaded mashed potatoes,69.615,69.615,74.585,1,Soup,Pizza,Stuffed Peppers,Baked Chicken,Tofu,,,,5.854,5.854,36.109,1,4,4,7,6,4,4,,,,11.494,23.04,24.37,7,11.488,31.548,34.372,7,6,1,4,1,5,4,,,
3/20/19 15:09,3/20/19 15:11,0,100,125,1,3/20/19 15:11,R_1hKC5Vse2p6CcXZ,,,,,anonymous,EN,macaroni and cheese,11.398,11.398,64.24,1,broccoli soup,sandwiches,lasagna,,,,,,0.85,17.206,18.051,2,7,5,4,5,,,,,,3.961,8.512,9.697,5,5.995,12.075,12.796,9,6,4,4,4,,,,,
3/20/19 15:08,3/20/19 15:11,0,100,204,1,3/20/19 15:11,R_2WTQ6dNMyiyaYbx,,,,,anonymous,EN,That's a good question...I think I would cook them spaghetti,59.544,59.544,91.889,1,shrimp,steak,pizza,salad,cottage cheese,crackers,,,1.473,1.473,31.69,1,5,7,7,7,7,7,2,,,8.902,15.435,22.32,7,13.543,29.169,31.239,7,7,4,2,2,4,5,5,,
3/20/19 15:08,3/20/19 15:11,0,100,204,1,3/20/19 15:11,R_3LjMxmNdg53y1aW,,,,,anonymous,EN,chicken masala with potatoes,21.635,31.485,62.619,2,chicken,soft tacos,potatoes,,,,,,7.889,23.815,34.966,3,6,7,4,5,,,,,,8.273,13.68,17.182,5,10.261,23.901,27.816,4,4,6,4,7,,,,,
3/20/19 15:08,3/20/19 15:11,0,100,181,1,3/20/19 15:11,R_3rYciC8WoqJN6yc,,,,,anonymous,EN,,0,0,34.433,0,chicken,mixed vegetables,lemon pepper pasta,,,,,,15.785,46.974,49.993,4,4,,5,7,,,,,,10.372,16.866,19.847,4,7.515,31.119,34.12,6,,2,7,1,,,,,
3/20/19 15:08,3/20/19 15:11,0,100,191,1,3/20/19 15:11,R_31RzB1b6VjZ6D1n,,,,,anonymous,EN,Tortilla ,40.066,40.066,62.361,1,Soup,Steak ,Hummus and Pita.,Cakes.,Ham.,Seafood.,,,3.646,37,45.483,6,5,1,3,3,3,3,7,,,5.246,20.085,21.487,8,14.441,31.32,32.446,9,6,1,2,3,2,3,5,,
3/20/19 15:09,3/20/19 15:11,0,100,157,1,3/20/19 15:11,R_2t5yuvqoQJ7XIFt,,,,,anonymous,EN,pizza rolls,1.081,51.521,62.518,21,Mac and cheese,Chicken noodle soup,Ramen noodles,Spaghetti,,,,,0.765,0.765,40.609,1,3,4,4,3,4,,,,,3.373,7.056,8.169,6,8.22,13.773,14.613,6,3,4,4,2,5,,,,
3/20/19 15:10,3/20/19 15:12,0,100,135,1,3/20/19 15:12,R_QhTZ16d8bDtxaiR,,,,,anonymous,EN,deep fried onion rings,1.5,1.5,61.128,1,pizza,deep fried calamari,takoyaki,fried chicken,fried rice,chicken nuggets,fries,potato chips,0.986,6.719,26.173,2,5,5,4,4,5,5,6,4,4,3.22,6.419,7.111,10,2.371,6.318,7.214,10,4,4,5,5,6,6,5,5,5
3/20/19 15:08,3/20/19 15:12,0,100,246,1,3/20/19 15:12,R_2qqk7TaJNMMutkH,,,,,anonymous,EN,PB&J sandwiches,84.778,84.778,97.291,1,Spaghetti,Sloppy Joe,Salad,Pork chops,Tacos,Fettucini Alfredo,Soup,,1.061,44.519,69.947,9,1,7,5,5,2,1,6,6,1,2.648,15.805,16.627,10,9.173,33.104,35.841,15,5,2,1,3,1,1,2,2,1
3/20/19 15:08,3/20/19 15:12,0,100,244,1,3/20/19 15:12,R_43jt9hfTVukAWqd,,,,,anonymous,EN,Breakfast for dinner; pancakes with country ham and a hard fried egg,23.774,63.612,96.629,2,Soup,cheeseburger,Steak and mashed potatoes,Chicken salad sandwich,Smoothie,,,,3.037,69.737,70.777,2,7,4,6,7,5,4,,,,5.785,13.919,14.806,8,9.901,23.408,25.065,8,6,1,5,3,3,2,,,
3/20/19 15:07,3/20/19 15:12,0,100,269,1,3/20/19 15:12,R_332z7LgQ0cXI6Pu,,,,,anonymous,EN,a casserole with chicken and rice,18.984,53.786,92.496,2,chicken,steak,salad,chili,burger and fries,,,,3.427,46.525,47.581,2,4,6,7,7,4,6,,,,16.088,26.118,27.566,7,15.161,31.022,32.112,8,6,7,7,6,7,6,,,
3/20/19 15:08,3/20/19 15:12,0,100,275,1,3/20/19 15:12,R_2Ed9osqKHS7EWau,,,,,anonymous,EN,First food,2.563,127.112,131.913,5,rice,sappathi,pizzha,patham,,,,,4.07,49.609,54.871,3,5,6,7,6,5,,,,,4.308,6.944,7.952,5,4.153,10.975,29.156,5,7,6,5,6,7,,,,
3/20/19 15:08,3/20/19 15:12,0,100,265,1,3/20/19 15:12,R_3hhwvINRPzrPDsc,,,,,anonymous,EN,I would make them a pizza and tell them to get over it,6.917,6.917,104.611,1,pasta,fried rice,boneless wings,tenderloin,hearty salad,,,,1.772,1.772,73.749,1,6,5,5,1,1,7,,,,3.381,8.821,9.497,6,19.207,24.033,25.055,7,5,4,4,4,4,4,,,
3/20/19 15:07,3/20/19 15:12,0,100,286,1,3/20/19 15:12,R_vIeBKzUA9C3PEM9,,,,,anonymous,EN,Pasta and meatballs,26.042,26.042,36.626,1,Oatmeal,Cream of wheat,grits,soup,chicken,pancakes,steak,,8.544,56.06,56.93,10,7,2,6,2,7,7,6,7,,88.899,105.476,106.332,10,14.749,36.377,50.208,13,3,5,5,5,7,3,4,1,
3/20/19 15:09,3/20/19 15:12,0,100,167,1,3/20/19 15:12,R_1PculYMfzKPrmce,,,,,anonymous,EN,"I would grill fish for them. It would be a firm fish like tuna, so not too moist, but not too firm either. I would use an Asian sauce to flavor it.",3.722,3.722,88.486,1,Chicken,Meatloaf,Potatoes,Salad,Fish,,,,8.806,8.806,25.998,1,5,,4,5,4,4,,,,10.43,14.75,15.67,6,4.554,10.002,11.131,6,6,5,5,5,5,6,,,
3/20/19 15:10,3/20/19 15:12,0,100,121,1,3/20/19 15:12,R_3Ey8OOrlEH84dee,,,,,anonymous,EN,pizzas,19.798,43.601,52.888,3,,,,,,,,,4.382,15.694,16.116,4,7,,,,,,,,,1.14,1.14,2.039,1,9.562,9.562,10.615,1,7,,,,,,,,
3/20/19 15:09,3/20/19 15:12,0,100,207,1,3/20/19 15:12,R_3EmMz70rQeA7RvW,,,,,anonymous,EN,a rice dish? A curry maybe,10.364,114.132,131.749,13,bread,pancakes,waffles,bread pudding,,,,,1.32,26.429,26.948,3,5,7,6,6,4,,,,,2.715,9.289,10.327,16,1.001,20.959,22.032,39,5,2,3,3,2,,,,
3/20/19 15:08,3/20/19 15:13,0,100,289,1,3/20/19 15:13,R_vJP2KAA1k5mXdEl,,,,,anonymous,EN,"I have a recipe for a potato and hamburger hash which is very basic, easy to chew, since it is ground, and not moist, but having a slightly crisped texture.",36.292,36.292,107.231,1,ground beef,chicken,potato,mixed vegetable,,,,,9.471,69.099,71.656,2,7,6,5,4,2,,,,,8.576,37.148,39.064,7,10.368,24.705,26.462,6,7,5,4,3,2,,,,
3/20/19 15:10,3/20/19 15:13,0,100,163,1,3/20/19 15:13,R_333yr86ZtUdZ7Vo,,,,,anonymous,EN,Soup and some kind of casserole I guess...this person is hard to cook for!,2.849,2.849,57.815,1,Chicken teriyaki,Soup ,Meatloaf,Lasagna ,Casserole,Enchiladas,,,1.475,29.262,38.911,7,6,7,6,6,3,6,6,,,6.007,16.61,18.213,7,9.528,27.388,29.401,7,6,3,6,3,3,6,3,,
3/20/19 15:08,3/20/19 15:13,0,100,323,1,3/20/19 15:13,R_2dnWbWMyNMlKlms,,,,,anonymous,EN,stir fry rice with meat and vegetables,0.738,0.738,194.392,1,rice,bread,meat,vegetables,egg,,,,1.202,5.738,14.408,2,6,5,5,5,5,5,,,,1.321,8.338,9,13,4.225,7.209,8.329,6,5,4,4,4,4,4,,,
3/20/19 15:08,3/20/19 15:13,0,100,312,1,3/20/19 15:13,R_2QPs3C7MoHkoLJG,,,,,anonymous,EN,Rotini pasta with homemade pesto (skipping the nuts) and shrimp,35.861,35.861,91.733,1,spaghetti squash and pesto,fried chicken,mini filets,baked trout,,,,,5.14,5.14,109.216,1,6,5,6,7,5,,,,,6.695,14.6,16.785,5,10.373,28.849,32.839,6,7,5,6,6,6,,,,
